Merchant Number - Business Name,Transaction Date,Terminal ID,System Batch Number,Device Batch Number,Request Amount,Settle Amount,Card Number,Card Product,Ext Card Type,Auth Code,System Trace Audit Number,Retrieval Reference,Message Type,Transaction Type,Extended Transaction Type,Transaction Paid,Pos Entry Mode,Device Serial,store,Batch Screening Status,Transaction Screening Status,Date Payment Extract,UTI,Online Reference Number,Issuing Bank,BIN,Processing,Product Type,Decline Reason
M017 - Merchant Quartz Quickshop,2025-07-30T00:30:35,TID2352,12876,1422,373.81,0.0,536067******9761,Mastercard,Credit,,100998,103897061666,Financial,Purchase,Contactless,No,Chip+PIN,DS-0017,Store G,Pass,Pass,,UTI-22D2122F18E3,ONR-1BCBA53B22,TymeBank,536067,Offline,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-15T13:09:35,TID7871,13256,5418,780.58,780.58,402061******2462,Visa,Credit,756395.0,100999,692176566663,Financial,Purchase,Contactless,Yes,Keyed,DS-0017,Store J,Pass,Pass,2025-06-16,UTI-317C61AB9DDE,ONR-D59CB8524F,FNB,402061,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-20T03:05:35,TID7722,58946,2274,377.9,377.9,559370******4071,Mastercard,Debit,543180.0,101000,252057390742,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store I,Pass,Pass,2025-05-20,UTI-1C3251014359,ONR-A217786348,TymeBank,559370,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-27T00:13:35,TID5457,41840,4848,260.8,260.8,438907******2395,Visa,Debit,821040.0,101001,413772053630,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0017,Store I,Pass,Fail,2025-06-27,UTI-C86069BB50BA,ONR-45A4305A51,Standard Bank,438907,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-21T08:18:35,TID6069,34378,3886,360.8,360.8,595596******5789,Mastercard,Debit,910072.0,101002,228792784571,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0017,Store A,Pass,Pass,2025-05-22,UTI-9D121DAC8B1F,ONR-FAC2329EBC,African Bank,595596,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-29T09:39:35,TID3659,24563,6639,598.85,598.85,574667******7435,Mastercard,Debit,645964.0,101003,934456503174,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0017,Store F,Pass,Pass,2025-06-29,UTI-0773E2CE9A13,ONR-CDBD6C8178,African Bank,574667,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-05T10:46:35,TID7047,77468,4682,343.17,343.17,572720******4440,Mastercard,Credit,857164.0,101004,966617759624,Financial,Purchase,Swipe,Yes,Keyed,DS-0017,Store F,Pass,Pass,2025-07-06,UTI-C09731314B1E,ONR-1CBEDF1BB0,Standard Bank,572720,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-08T02:04:35,TID6837,10349,3165,422.74,422.74,570984******2119,Mastercard,Debit,648801.0,101005,843750441155,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store B,Pass,Pass,2025-06-08,UTI-7F9B90B2A8EF,ONR-6B08A71B45,Standard Bank,570984,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-23T23:18:35,TID7267,88036,7011,218.38,218.38,347824******2493,Diners,Debit,236479.0,101006,742961678480,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store D,Pass,Pass,2025-06-25,UTI-39B559EF2730,ONR-2FA0392963,African Bank,347824,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-23T19:16:35,TID2606,84257,3738,411.1,411.1,426215******1934,Visa,Debit,244347.0,101007,200899370462,Financial,Purchase,Chip,Yes,Contactless,DS-0017,Store B,Pass,Pass,2025-05-25,UTI-6353F99C7C74,ONR-8354F6EA74,Standard Bank,426215,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-16T02:59:35,TID2825,67707,7314,814.85,814.85,500856******0505,Mastercard,Credit,940657.0,101008,259841355427,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0017,Store G,Pass,Pass,2025-05-17,UTI-0399F07DBF56,ONR-63E36D09B0,Nedbank,500856,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-28T15:22:35,TID8628,85100,1096,5.0,5.0,524010******9794,Mastercard,Credit,252107.0,101009,232661089787,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0017,Store E,Pass,Pass,2025-07-29,UTI-DB5191362642,ONR-EE0C6ED3F4,Standard Bank,524010,Offline,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-05T00:37:35,TID7750,91959,2709,302.41,302.41,438901******6841,Visa,Credit,564818.0,101010,857818699150,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store E,Pass,Pass,2025-07-06,UTI-67040F64D2CB,ONR-F4C7FA0AA7,ABSA,438901,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-05-18T18:13:35,TID5823,42728,3267,5.0,5.0,523260******9184,Mastercard,Credit,283877.0,101011,973750737934,Financial,Purchase,Ecommerce,Yes,Keyed,DS-0017,Store A,Pass,Pass,2025-05-19,UTI-960E25446348,ONR-DC7CFBBF03,ABSA,523260,Offline,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-08-10T02:58:35,TID3169,81248,8385,369.39,369.39,555149******2026,Mastercard,Debit,709760.0,101012,954207328252,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0017,Store J,Pass,Pass,2025-08-12,UTI-73CE9AC83432,ONR-6466904DBF,Capitec,555149,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-24T21:20:35,TID5610,93814,3992,5.0,5.0,497007******7207,Visa,Credit,281709.0,101013,151713384639,Financial,Purchase,Chip,Yes,Swipe,DS-0017,Store B,Pass,Pass,2025-06-24,UTI-F5C9FB7A437B,ONR-F7C19916F8,Standard Bank,497007,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-21T08:34:35,TID3802,29126,8020,504.59,504.59,429425******3483,Visa,Debit,575167.0,101014,864623254172,Financial,Purchase,Contactless,Yes,Contactless,DS-0017,Store G,Pass,Pass,2025-07-21,UTI-DF7B39DBC166,ONR-EF2EC0DF3C,African Bank,429425,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-16T13:10:35,TID4793,87174,4842,432.61,-432.61,566044******2621,Mastercard,Credit,351519.0,101015,603854142960,Financial,Refund,Swipe,Yes,Swipe,DS-0017,Store H,Fail,Pass,2025-06-16,UTI-CC376709BF35,ONR-0C41DC79F5,ABSA,566044,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-26T10:36:35,TID8402,74962,6479,278.78,278.78,548932******6539,Mastercard,Debit,494312.0,101016,958029965374,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0017,Store A,Fail,Pass,2025-07-28,UTI-9EBDA4297001,ONR-9A5632E0A3,Standard Bank,548932,Online,Debit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-18T05:24:35,TID7066,84920,5407,484.18,484.18,582936******7019,Mastercard,Credit,373397.0,101017,991611130340,Financial,Purchase,Swipe,Yes,Contactless,DS-0017,Store G,Pass,Pass,2025-06-18,UTI-482C826B9506,ONR-920C786865,ABSA,582936,Online,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-07-24T22:22:35,TID4964,24644,4127,696.83,0.0,691156******9811,Discover,Credit,,101018,671381289430,Financial,Purchase,Chip,No,Chip+PIN,DS-0017,Store E,Pass,Pass,,UTI-93BE44FC5B5D,ONR-A316BC382F,FNB,691156,3DS,Credit,00 - Approved or completed successfully
M017 - Merchant Quartz Quickshop,2025-06-21T03:12:35,TID3663,51591,9562,5.0,-5.0,331244******3411,Diners,Credit,500860.0,101019,557428111961,Financial,Refund,Chip,Yes,Swipe,DS-0017,Store H,Pass,Pass,2025-06-22,UTI-E161624F7B72,ONR-C4DF493615,FNB,331244,3DS,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-01T04:20:35,TID4538,67508,6247,478.06,478.06,465897******4236,Visa,Debit,821193.0,101020,387696466504,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store I,Pass,Pass,2025-06-01,UTI-CB3E76CDC6A4,ONR-3304A493BA,Capitec,465897,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-11T14:10:35,TID7127,54310,7293,741.14,741.14,427148******1963,Visa,Debit,680698.0,101021,945405615562,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store B,Pass,Pass,2025-08-12,UTI-13FAAA2E1765,ONR-548D037860,Standard Bank,427148,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-07T03:22:35,TID8446,65825,4834,102.32,102.32,531491******1736,Mastercard,Debit,804256.0,101022,850412017116,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store G,Pass,Pass,2025-07-08,UTI-2990241F4BD2,ONR-A9DD7F4493,African Bank,531491,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-25T01:06:35,TID8112,43250,6460,212.42,212.42,465448******1358,Visa,Debit,644661.0,101023,233847830433,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store F,Pass,Pass,2025-06-27,UTI-19E6D1F0A9D5,ONR-B79CDCDD45,TymeBank,465448,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-05T18:46:35,TID1179,61857,5111,253.04,253.04,557100******4059,Mastercard,Debit,774860.0,101024,575637314417,Financial,Purchase,Contactless,Yes,Contactless,DS-0018,Store J,Pass,Pass,2025-07-06,UTI-79D46921ABE2,ONR-64A1B9DD32,TymeBank,557100,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-05T05:38:35,TID7223,77419,2236,484.17,0.0,522640******8826,Mastercard,Debit,,101025,361293463587,Financial,Purchase,Ecommerce,No,Swipe,DS-0018,Store H,Pass,Pass,,UTI-0FA770C44F67,ONR-D7453AA0EA,Capitec,522640,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-06T00:35:35,TID7475,91513,6835,993.09,993.09,531160******1003,Mastercard,Debit,915547.0,101026,102511801426,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0018,Store A,Pass,Pass,2025-08-07,UTI-860BD3A4DA38,ONR-0C640161A4,Standard Bank,531160,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-13T03:07:35,TID8647,10558,4386,343.9,343.9,444891******2143,Visa,Credit,954929.0,101027,548819331811,Financial,Purchase,Chip,Yes,Keyed,DS-0018,Store J,Pass,Pass,2025-07-15,UTI-D07EAA724757,ONR-44271AAFFC,TymeBank,444891,3DS,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-16T09:40:35,TID1975,66574,7676,609.58,609.58,565937******1437,Mastercard,Credit,315767.0,101028,634273814102,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0018,Store H,Pass,Pass,2025-05-17,UTI-A73F9E89C8B1,ONR-02AA8CDD37,African Bank,565937,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-16T08:51:35,TID5465,25664,9658,151.5,151.5,423390******6328,Visa,Debit,466301.0,101029,203149244661,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store D,Pass,Pass,2025-07-18,UTI-ABF71D93FDA9,ONR-24969313CB,African Bank,423390,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-02T10:42:35,TID3049,21653,2419,457.76,457.76,402738******1370,Visa,Credit,991543.0,101030,493406722556,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store D,Pass,Pass,2025-07-02,UTI-FC8D3B6E0324,ONR-7E3DAE5F30,African Bank,402738,3DS,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-22T04:19:35,TID7958,47398,6479,576.88,576.88,529334******9011,Mastercard,Credit,924141.0,101031,659808928623,Financial,Purchase,Swipe,Yes,Contactless,DS-0018,Store I,Pass,Pass,2025-07-22,UTI-73C9F512941B,ONR-BC779BC9FA,Standard Bank,529334,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-03T17:41:35,TID4585,64136,7004,390.4,390.4,595169******4533,Mastercard,Debit,870713.0,101032,717238290585,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0018,Store F,Pass,Pass,2025-08-03,UTI-D52726C9C9F1,ONR-5BD8C0EA1F,Standard Bank,595169,3DS,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-20T17:23:35,TID3552,91911,2275,938.02,938.02,416852******8585,Visa,Credit,819238.0,101033,920426765281,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store D,Pass,Pass,2025-05-21,UTI-9251E34F3DC5,ONR-3C180C517B,Capitec,416852,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-23T13:55:35,TID3168,87699,1442,538.91,538.91,447085******4824,Visa,Credit,489049.0,101034,709788788703,Financial,Purchase,Contactless,Yes,Contactless,DS-0018,Store J,Fail,Pass,2025-07-23,UTI-F81A4F36E588,ONR-9E08B5B62E,Capitec,447085,Offline,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-19T17:56:35,TID6023,21489,6991,460.54,460.54,469429******9112,Visa,Credit,588959.0,101035,934132203374,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store D,Pass,Pass,2025-07-21,UTI-5F12AC04D8F2,ONR-0B4C650515,Nedbank,469429,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-26T18:35:35,TID5352,18773,9423,5.0,5.0,555559******8559,Mastercard,Unknown,851961.0,101036,878834958140,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store C,Pass,Pass,2025-05-27,UTI-B00995A954D2,ONR-73EFA2B044,African Bank,555559,Offline,Unknown,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-30T14:43:35,TID4568,27904,7584,53.58,53.58,521958******9260,Mastercard,Credit,962244.0,101037,495356249562,Financial,Purchase,Swipe,Yes,Contactless,DS-0018,Store G,Pass,Fail,2025-07-30,UTI-F72E34147690,ONR-62B7F3CC6C,TymeBank,521958,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-04T04:54:35,TID7660,64022,7873,89.41,89.41,590971******2896,Mastercard,Debit,534437.0,101038,458074528797,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store C,Pass,Pass,2025-08-05,UTI-74E3A6CDC80D,ONR-CF6D995476,Nedbank,590971,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-30T09:06:35,TID8035,16156,4771,733.3,733.3,496513******3807,Visa,Credit,201127.0,101039,948576808911,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0018,Store D,Pass,Pass,2025-05-31,UTI-8852F713BA82,ONR-8EA18EEDF3,Capitec,496513,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-20T23:38:35,TID5894,34982,1873,438.91,438.91,419776******8031,Visa,Credit,296672.0,101040,981617017582,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store D,Pass,Pass,2025-05-20,UTI-7BB596F5F253,ONR-4174895007,Capitec,419776,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-20T14:30:35,TID4209,71551,9692,551.73,551.73,433296******4810,Visa,Credit,546671.0,101041,826002397890,Financial,Purchase,Chip,Yes,Contactless,DS-0018,Store J,Pass,Pass,2025-05-20,UTI-97907CD2835F,ONR-ACCC315044,African Bank,433296,Offline,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-19T12:34:35,TID9595,22816,6892,650.02,650.02,409473******0748,Visa,Debit,542295.0,101042,796253726087,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0018,Store H,Pass,Fail,2025-07-21,UTI-4183B9336DC0,ONR-CA43265D36,TymeBank,409473,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-29T15:36:35,TID8312,11319,8138,29.57,29.57,537697******9140,Mastercard,Credit,134813.0,101043,371450462812,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store A,Pass,Pass,2025-06-29,UTI-66EDA07C8F26,ONR-46AC4F626B,Nedbank,537697,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-28T11:23:35,TID5630,42600,1886,378.39,378.39,552899******9375,Mastercard,Credit,506172.0,101044,854525330142,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store B,Pass,Pass,2025-05-28,UTI-530661406B8B,ONR-C1ECEA898D,FNB,552899,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-11T12:53:35,TID1906,73539,1119,368.61,0.0,408994******0615,Visa,Credit,,101045,887454134881,Financial,Purchase,Ecommerce,No,Chip+PIN,DS-0018,Store F,Pass,Pass,,UTI-6EFE6F5CDB8C,ONR-5CA44CC2F4,Capitec,408994,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-11T22:36:35,TID7045,85653,8018,247.86,247.86,458041******7949,Visa,Credit,113302.0,101046,774069830588,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store J,Pass,Pass,2025-08-11,UTI-40FBC5341460,ONR-E1CF072D76,Standard Bank,458041,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-12T14:34:35,TID8851,41468,8909,321.0,0.0,408024******8153,Visa,Credit,,101047,335828999318,Financial,Purchase,Chip,No,Contactless,DS-0018,Store E,Pass,Pass,,UTI-F0D716176743,ONR-224E03698B,African Bank,408024,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-02T02:13:35,TID1730,37387,6004,184.96,184.96,549327******5706,Mastercard,Debit,795625.0,101048,493533803000,Financial,Purchase,Chip,Yes,Contactless,DS-0018,Store G,Pass,Pass,2025-08-03,UTI-EF00E8DB83D4,ONR-07445D2B64,African Bank,549327,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-29T08:55:35,TID2293,46285,4446,247.04,247.04,442232******7182,Visa,Credit,191085.0,101049,515533544199,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0018,Store I,Pass,Pass,2025-05-31,UTI-975F868843A6,ONR-36387EA2A4,TymeBank,442232,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-01T17:34:35,TID4290,53668,1918,608.3,608.3,331349******8172,Amex,Credit,678245.0,101050,285044974071,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store J,Pass,Pass,2025-08-01,UTI-DD25DE375EFE,ONR-1AEE29ECDE,Standard Bank,331349,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-03T19:04:35,TID3448,98047,4737,579.91,579.91,492131******5987,Visa,Credit,723208.0,101051,896126780272,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store E,Pass,Pass,2025-06-05,UTI-163D05DDC135,ONR-C41E8AC90A,FNB,492131,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-16T18:26:35,TID6177,68966,8242,5.0,5.0,545203******0705,Mastercard,Debit,268573.0,101052,724532837423,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0018,Store A,Pass,Pass,2025-06-16,UTI-EB4B25831AC3,ONR-84E04EAB45,TymeBank,545203,Offline,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-08-05T17:20:35,TID2722,70657,6394,295.37,295.37,562763******7351,Mastercard,Credit,465675.0,101053,103655230502,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store A,Pass,Pass,2025-08-07,UTI-8861BE6D1325,ONR-5B36A2EAEC,Capitec,562763,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-05-26T15:43:35,TID4318,64245,4778,546.26,546.26,464551******2066,Visa,Unknown,332642.0,101054,968004313261,Financial,Purchase,Chip,Yes,Contactless,DS-0018,Store D,Pass,Pass,2025-05-26,UTI-4B20A08FD1B7,ONR-2B081F3302,Standard Bank,464551,Online,Unknown,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-18T01:11:35,TID5103,93664,9352,256.22,256.22,361102******3122,Amex,Debit,344478.0,101055,188591517034,Financial,Purchase,Swipe,Yes,Contactless,DS-0018,Store F,Pass,Pass,2025-07-19,UTI-99E66247F973,ONR-EA831FA537,TymeBank,361102,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-16T11:48:35,TID9621,85281,3255,406.63,406.63,543964******8696,Mastercard,Credit,992059.0,101056,508696823248,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0018,Store H,Pass,Pass,2025-06-17,UTI-854E7F23953C,ONR-991238C151,Standard Bank,543964,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-07-10T18:15:35,TID9860,20547,1147,276.8,276.8,415223******6864,Visa,Debit,925603.0,101057,187872689449,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0018,Store B,Fail,Pass,2025-07-10,UTI-44EE8ADC92E6,ONR-75FD648171,FNB,415223,3DS,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-30T18:07:35,TID9035,67132,1240,796.17,0.0,555588******9714,Mastercard,Credit,,101058,190084022793,Financial,Purchase,Contactless,No,Keyed,DS-0018,Store G,Pass,Pass,,UTI-3F75644E7F89,ONR-AFC24613F1,Capitec,555588,Online,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-29T00:02:35,TID9659,16165,4780,609.07,609.07,442159******4040,Visa,Debit,614238.0,101059,568164620333,Financial,Purchase,Contactless,Yes,Keyed,DS-0018,Store G,Pass,Pass,2025-07-01,UTI-70E8C4FA231F,ONR-F7D4AB802D,Nedbank,442159,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-24T22:31:35,TID8031,20091,5363,492.41,492.41,430584******4173,Visa,Credit,864752.0,101060,611129141254,Financial,Purchase,Swipe,Yes,Contactless,DS-0018,Store C,Pass,Pass,2025-06-26,UTI-76F9871AB870,ONR-374B022CBB,FNB,430584,Offline,Credit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-18T02:20:35,TID5788,50505,5351,526.83,526.83,560308******6443,Mastercard,Debit,175493.0,101061,395561830522,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0018,Store C,Pass,Pass,2025-06-20,UTI-C9A01D1A2073,ONR-A9AAFEFD7D,African Bank,560308,Online,Debit,00 - Approved or completed successfully
M018 - Merchant River Roastery,2025-06-09T02:47:35,TID5996,37544,4258,406.14,406.14,577117******6656,Mastercard,Debit,384675.0,101062,988164722980,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0018,Store C,Pass,Pass,2025-06-10,UTI-224077C8AAC1,ONR-2F60A18F07,FNB,577117,Online,Debit,00 - Approved or completed successfully
